CIAD,Uso,Código OACI,Nome,Município,UF,Município Servido,UF Servido,longitude,latitude,Altitude,Operação Diurna,Operação Noturna,Designação 1,Comprimento 1,Largura 1,Resistência 1,Superfície 1,Designação 2,Comprimento 2,Largura 2,Resistência 2,Superfície 2,Situação,Validade do Registro,Portaria de Registro,Link Portaria,AntesLongitude,AntesLatitude
MS0423,Privado,SNGH,Fazenda Esparrame,FIGUEIRÃO,Mato Grosso do Sul,,,-53.7104722222200,-18.8035833333333,"552,00",VFR,Sem Operação,02/20,"1.100,00","18,00",5600 Kg / 0.50 MPa,Cascalho,,,,,,,07/08/2029,PA2019-2323,https://pergamum.anac.gov.br/arquivos/PA2019-2323.pdf,"053°42'37.7W""","18°48'12.9S"""
MS0424,Privado,SSYU,Fazenda Concórdia,NAVIRAÍ,Mato Grosso do Sul,,,-54.2083333333300,-22.8519444444444,"350,00",VFR,Sem Operação,06/24,"1.000,00","20,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,12/06/2029,PA2019-1724,https://pergamum.anac.gov.br/arquivos/PA2019-1724.pdf,"054°12'30.0W""","22°51'07.0S"""
MS0425,Privado,SWUU,Fazenda Três Marias,ÁGUA CLARA,Mato Grosso do Sul,,,-53.0503333333300,-19.50325,"555,00",VFR,Sem Operação,10/28,"1.000,00","40,00",5600 Kg / 0.50 MPa,Terra,,,,,,,17/12/2028,PA2018-3871,https://pergamum.anac.gov.br/arquivos/PA2018-3871.pdf,"053°03'01.2W""","19°30'11.7S"""
MS0426,Privado,SWSC,Fazenda São Carlos,PARAÍSO DAS ÁGUAS,Mato Grosso do Sul,,,-53.1027777777800,-19.1775,"690,00",VFR,Sem Operação,07/25,"700,00","18,00",5600 Kg / 0.50 MPa,Terra,,,,,,,,,,"053°06'10.0W""","19°10'39.0S"""
MS0427,Privado,SSLI,Fazenda Nova Piúva,AQUIDAUANA,Mato Grosso do Sul,,,-55.5130555555600,-19.8644444444444,"0,00",VFR,Sem Operação,18/36,"1.000,00","18,00",5700 Kg / 0.50 MPa,Grama,,,,,,,,,,"055°30'47.0W""","19°51'52.0S"""
MS0429,Privado,SNHP,Fazenda São Judas Tadeu,SANTA RITA DO PARDO,Mato Grosso do Sul,,,-52.9750000000000,-21.5611111111111,"337,00",VFR,Sem Operação,17/35,"1.000,00","18,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,28/08/2029,PA2019-2534,https://pergamum.anac.gov.br/arquivos/PA2019-2534.pdf,"052°58'30.0W""","21°33'40.0S"""
MS0430,Privado,SWNP,Fazenda Diamante - Jufap,NOVA ALVORADA DO SUL,Mato Grosso do Sul,,,-53.8197222222200,-21.5905555555556,"361,00",VFR,Sem Operação,08/26,"994,00","10,00",5700 Kg / 0.50 MPa,Terra,,,,,,,,,,"053°49'11.0W""","21°35'26.0S"""
MS0432,Privado,SJTC,Fazenda Itaguassu,ANTÔNIO JOÃO,Mato Grosso do Sul,,,-55.9266666666700,-22.2497222222222,"649,00",VFR,Sem Operação,02/20,"850,00","20,00",5700 Kg / 0.50 MPa,Grama,,,,,,,26/07/2029,PA2019-2142,https://pergamum.anac.gov.br/arquivos/PA2019-2142.pdf,"055°55'36.0W""","22°14'59.0S"""
MS0433,Privado,SWLI,Fazenda Santa Maria da Nhecolândia,CORUMBÁ,Mato Grosso do Sul,,,-56.5797222222200,-18.8175,"106,00",VFR,Sem Operação,04/22,"1.000,00","18,00",5700 Kg / 0.50 MPa,Grama,,,,,,,,,,"056°34'47.0W""","18°49'03.0S"""
MS0434,Privado,SBOO,Fazenda Ceita Corê,BONITO,Mato Grosso do Sul,,,-56.5886111111100,-20.8386111111111,"474,00",VFR,Sem Operação,08/26,"970,00","15,00",4500 Kg / 0.40 MPa,Terra,,,,,,,26/10/2030,PA2020-2754,https://pergamum.anac.gov.br/arquivos/PA2020-2754.pdf,"056°35'19.0W""","20°50'19.0S"""
MS0455,Privado,SDLG,Fazenda Planalto,COSTA RICA,Mato Grosso do Sul,,,-53.2138888888900,-18.1952777777778,"855,00",VFR,Sem Operação,18/36,"1.200,00","20,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,08/10/2030,PA2020-2337,https://pergamum.anac.gov.br/arquivos/PA2020-2337.pdf,"053°12'50.0W""","18°11'43.0S"""
MS0468,Privado,SNQZ,Fazenda Taquarussu,CAARAPÓ,Mato Grosso do Sul,,,-55.0030555555600,-22.5466666666667,"472,00",VFR,Sem Operação,07/25,"700,00","30,00",5700 Kg / 0.50 MPa,Grama,,,,,,,04/09/2029,PA2019-2740,https://pergamum.anac.gov.br/arquivos/PA2019-2740.pdf,"055°00'11.0W""","22°32'48.0S"""
MS0477,Privado,,Fazenda Conquista,CASSILÂNDIA,Mato Grosso do Sul,,,-52.3750000000000,-19.2894444444444,"451,00",VFR,Sem Operação,18/36,"1.050,00","23,00",5600 Kg / 0.50 MPa,Terra,,,,,,,29/12/2030,PA2020-3592,https://pergamum.anac.gov.br/arquivos/PA2020-3592.pdf,"052°22'30.0W""","19°17'22.0S"""
MS0478,Privado,SBOF,FAZENDA BANDEIRANTES,CHAPADÃO DO SUL,Mato Grosso do Sul,,,-52.5333333333300,-19.3186111111111,"534,00",VFR,Sem Operação,04/22,"1.150,00","23,00",5600 Kg / 0.50 MPa,Terra,,,,,,,22/10/2030,PA2020-2635,https://pergamum.anac.gov.br/arquivos/PA2020-2635.pdf,"052°32'00.0W""","19°19'07.0S"""
MS0479,Privado,SSWF,Fazenda Cachoeirinha,RIBAS DO RIO PARDO,Mato Grosso do Sul,,,-53.7680555555600,-20.3138888888889,"435,00",VFR,Sem Operação,01/19,"1.200,00","18,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,,,,"053°46'05.0W""","20°18'50.0S"""
MS0481,Privado,SNNK,Fazenda Santa Bernadette da Volta Grande,CAMPO GRANDE,Mato Grosso do Sul,,,-53.8836111111100,-21.2883333333333,"403,00",VFR,Sem Operação,16/34,"1.180,00","20,00",5700 Kg / 0.50 MPa,Terra,,,,,,,24/10/2029,PA2019-3168,https://pergamum.anac.gov.br/arquivos/PA2019-3168.pdf,"053°53'01.0W""","21°17'18.0S"""
MS0483,Privado,SBOY,Fazenda São José,CORUMBÁ,Mato Grosso do Sul,,,-56.1797222222200,-17.4183333333333,"120,00",VFR,Sem Operação,15/33,"600,00","18,00",5700 Kg / 0.50 MPa,Grama,,,,,,,03/11/2030,PA2020-2868,https://pergamum.anac.gov.br/arquivos/PA2020-2868.pdf,"056°10'47.0W""","17°25'06.0S"""
MS0484,Privado,,Fazenda Santa Pilar,RIBAS DO RIO PARDO,Mato Grosso do Sul,,,-53.2769444444400,-21.4988888888889,"425,00",VFR,Sem Operação,18/36,"1.000,00","18,00",5700 Kg / 0.50 MPa,Terra,,,,,,,21/12/2030,PA2020-3397,https://pergamum.anac.gov.br/arquivos/PA2020-3397.pdf,"053°16'37.0W""","21°29'56.0S"""
MS0485,Privado,,Fazenda Dois Buritis,COXIM,Mato Grosso do Sul,,,-55.1605555555600,-17.9833333333333,"167,00",VFR,Sem Operação,17/35,"750,00","18,00",5700 Kg / 0.50 MPa,Grama,,,,,,,28/01/2031,PA2021-3938,https://pergamum.anac.gov.br/arquivos/PA2021-3938.pdf,"055°09'38.0W""","17°59'00.0S"""
MS0486,Privado,SNQF,Fazenda Paraíso,INOCÊNCIA,Mato Grosso do Sul,,,-52.1608333333300,-19.9233333333333,"431,00",VFR,Sem Operação,09/27,"950,00","18,00",5000 Kg / 0.50 MPa,Terra,,,,,,,08/11/2029,PA2019-3352,https://pergamum.anac.gov.br/arquivos/PA2019-3352.pdf,"052°09'39.0W""","19°55'24.0S"""
MS0487,Privado,SSLQ,Fazenda Taiamã,CORUMBÁ,Mato Grosso do Sul,,,-55.6055555555600,-18.0925,"155,00",VFR,Sem Operação,14/32,"550,00","20,00",5000 Kg / 0.50 MPa,Grama,,,,,,,,,,"055°36'20.0W""","18°05'33.0S"""
MS0488,Privado,SSWQ,Fazenda Guanandi,CORUMBÁ,Mato Grosso do Sul,,,-56.2166111111100,-18.871,"0,00",VFR,Sem Operação,10/28,"550,00","20,00",5000 Kg / 0.50 MPa,Grama,,,,,,,,,,"056°12'59.8W""","18°52'15.6S"""
MS0489,Privado,SIMP,Fazenda Triunfo,SONORA,Mato Grosso do Sul,,,-54.0786111111100,-17.6383333333333,"586,00",VFR,Sem Operação,07/25,"1.150,00","23,00",5700 Kg / 0.50 MPa,Grama,,,,,,,12/02/2030,PA2020-276,https://pergamum.anac.gov.br/arquivos/PA2020-276.pdf,"054°04'43.0W""","17°38'18.0S"""
MS0491,Privado,SJVI,Fazenda Carmen,CORUMBÁ,Mato Grosso do Sul,,,-56.3294444444400,-18.4452777777778,"118,00",VFR,Sem Operação,17/35,"800,00","50,00",5600 Kg / 0.50 MPa,Grama,,,,,,,,,,"056°19'46.0W""","18°26'43.0S"""
MS0492,Privado,,Aerounião,JAPORÃ,Mato Grosso do Sul,,,-54.5098055555600,-23.8778333333333,"364,00",VFR,Sem Operação,04/22,"650,00","20,00",5700 Kg / 0.50 MPa,Grama,,,,,,,29/12/2030,PA2020-3712,https://pergamum.anac.gov.br/arquivos/PA2020-3712.pdf,"054°30'35.3W""","23°52'40.2S"""
MS0494,Privado,SJSF,Fazenda Serrana,MARACAJU,Mato Grosso do Sul,,,-55.3627777777800,-21.1452777777778,"523,00",VFR,Sem Operação,13/31,"900,00","18,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,,,,"055°21'46.0W""","21°08'43.0S"""
MS0495,Privado,SNLE,Estância Mil,CORUMBÁ,Mato Grosso do Sul,,,-57.1011111111100,-20.1997222222222,"142,00",VFR,Sem Operação,05/23,"800,00","18,00",5700 Kg / 0.50 MPa,Grama,,,,,,,,,,"057°06'04.0W""","20°11'59.0S"""
MS0499,Privado,SSWK,Fazenda Cuelhambi,ANGÉLICA,Mato Grosso do Sul,,,-54.0688055555600,-21.9981944444444,"0,00",VFR,Sem Operação,01/19,"900,00","18,00",5600 Kg / 0.50 MPa,Terra,,,,,,,,,,"054°04'07.7W""","21°59'53.5S"""
MS0500,Privado,SWVO,Fazenda Goaçu,RIBAS DO RIO PARDO,Mato Grosso do Sul,,,-53.3586111111100,-20.0305555555556,"396,00",VFR,Sem Operação,18/36,"900,00","18,00",5700 Kg / 0.50 MPa,Terra,,,,,,,22/07/2030,PA2020-1707,https://pergamum.anac.gov.br/arquivos/PA2020-1707.pdf,"053°21'31.0W""","20°01'50.0S"""
MS0502,Privado,SJEW,Usina Santa Helena,NOVA ANDRADINA,Mato Grosso do Sul,,,-53.4163888888900,-21.9761111111111,"389,00",VFR,Sem Operação,12/30,"1.050,00","20,00",5700 Kg / 0.50 MPa,Grama,,,,,,,,,,"053°24'59.0W""","21°58'34.0S"""
MS0505,Privado,,Fazenda São Paulo,CORUMBÁ,Mato Grosso do Sul,,,-55.5708333333300,-18.5441666666667,"157,00",VFR,Sem Operação,11/29,"1.028,00","30,00",5700 Kg / 0.50 MPa,Grama,,,,,,,21/12/2030,PA2020-3235,https://pergamum.anac.gov.br/arquivos/PA2020-3235.pdf,"055°34'15.0W""","18°32'39.0S"""
MS0506,Privado,SIXR,Fazenda Santa Maria III,COXIM,Mato Grosso do Sul,,,-54.4519444444400,-18.4022222222222,"361,00",VFR,Sem Operação,14/32,"799,00","23,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,29/07/2030,PA2020-1785,https://pergamum.anac.gov.br/arquivos/PA2020-1785.pdf,"054°27'07.0W""","18°24'08.0S"""
MS0508,Privado,SIKR,Fazenda Barra Mansa,AQUIDAUANA,Mato Grosso do Sul,,,-56.0855555555600,-19.5813888888889,"111,00",VFR,Sem Operação,04/22,"840,00","18,00",5700 Kg / 0.50 MPa,Grama,,,,,,,14/09/2030,PA2020-2084,https://pergamum.anac.gov.br/arquivos/PA2020-2084.pdf,"056°05'08.0W""","19°34'53.0S"""
MS0509,Privado,SWBW,Fazenda Água Nascente,SONORA,Mato Grosso do Sul,,,-53.7294444444400,-17.2355555555556,"588,00",VFR,,11/29,"800,00","18,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,22/07/2030,PA2020-1688,https://pergamum.anac.gov.br/arquivos/PA2020-1688.pdf,"053°43'46.0W""","17°14'08.0S"""
MS0511,Privado,SSMO,Fazenda Luma,PARAÍSO DAS ÁGUAS,Mato Grosso do Sul,,,-52.7302777777800,-19.345,"555,00",VFR,Sem Operação,06/24,"1.000,00","18,00",5700 Kg / 0.50 MPa,Grama,,,,,,,28/09/2030,PA2020-2426,https://pergamum.anac.gov.br/arquivos/PA2020-2426.pdf,"052°43'49.0W""","19°20'42.0S"""
MS0512,Privado,SWMR,Fazenda Retirinho,AQUIDAUANA,Mato Grosso do Sul,,,-56.0253333333300,-19.88025,"121,00",VFR,Sem Operação,04/22,"600,00","20,00",5000 Kg / 0.50 MPa,Terra,,,,,,,28/09/2030,PA2020-2398,https://pergamum.anac.gov.br/arquivos/PA2020-2398.pdf,"056°01'31.2W""","19°52'48.9S"""
MS0514,Privado,SDSS,Fazenda Baia das Pedras,AQUIDAUANA,Mato Grosso do Sul,,,-55.7830555555600,-19.2541666666667,"128,00",VFR,,05/23,"700,00","18,00",5000 Kg / 0.50 MPa,Grama,,,,,,,09/09/2030,PA2020-2038,https://pergamum.anac.gov.br/arquivos/PA2020-2038.pdf,"055°46'59.0W""","19°15'15.0S"""
MS0519,Privado,SSPB,Fazenda São José do Pontal,RIBAS DO RIO PARDO,Mato Grosso do Sul,,,-53.5988888888900,-20.6519444444444,"352,00",VFR,Sem Operação,12/30,"1.100,00","18,00",5000 Kg / 0.50 MPa,Terra,,,,,,,09/09/2030,PA2020-2101,https://pergamum.anac.gov.br/arquivos/PA2020-2101.pdf,"053°35'56.0W""","20°39'07.0S"""
MS0520,Privado,SNAI,Fazenda Nossa Senhora das Graças,JATEÍ,Mato Grosso do Sul,,,-53.8036111111100,-22.7408333333333,"304,00",VFR,Sem Operação,01/19,"600,00","18,00",5600 Kg / 0.50 MPa,Grama,,,,,,,,,,"053°48'13.0W""","22°44'27.0S"""
MS0523,Privado,SSXC,Fazenda Laguna Porã,PORTO MURTINHO,Mato Grosso do Sul,,,-57.6216388888900,-21.8482777777778,"115,00",VFR,Sem Operação,04/22,"800,00","18,00",5700 Kg / 0.50 MPa,Grama,,,,,,,24/07/2030,PA2020-1807,https://pergamum.anac.gov.br/arquivos/PA2020-1807.pdf,"057°37'17.9W""","21°50'53.8S"""
MS0524,Privado,SJBA,Fazenda Beatriz,CAMPO GRANDE,Mato Grosso do Sul,,,-53.6172222222200,-21.4872222222222,"311,00",VFR,Sem Operação,01/19,"600,00","18,00",5600 Kg / 0.50 MPa,Grama,,,,,,,13/10/2030,PA2020-2397,https://pergamum.anac.gov.br/arquivos/PA2020-2397.pdf,"053°37'02.0W""","21°29'14.0S"""
MS0526,Privado,SBQM,FAZENDA SÃO MIGUEL,JATEÍ,Mato Grosso do Sul,,,-53.9083333333300,-22.7652777777778,"370,00",VFR,Sem Operação,13/31,"1.100,00","23,00",5600 Kg / 0.50 MPa,Grama,,,,,,,14/09/2030,PA2020-2173,https://pergamum.anac.gov.br/arquivos/PA2020-2173.pdf,"053°54'30.0W""","22°45'55.0S"""
MS0528,Privado,,Fazenda Bom Jesus,BELA VISTA,Mato Grosso do Sul,,,-56.3094444444400,-21.7102777777778,"375,00",VFR,Sem Operação,06/24,"900,00","20,00",5700 Kg / 0.50 MPa,Grama,,,,,,,21/12/2030,PA2020-3599,https://pergamum.anac.gov.br/arquivos/PA2020-3599.pdf,"056°18'34.0W""","21°42'37.0S"""
MS0529,Privado,,Fazenda Lago Azul,ITAPORÃ,Mato Grosso do Sul,,,-54.8144444444400,-21.9533333333333,"327,00",VFR,Sem Operação,05/23,"500,00","20,00",5700 Kg / 0.50 MPa,Grama,,,,,,,13/04/2031,PA2021-4722,https://pergamum.anac.gov.br/arquivos/PA2021-4722.pdf,"054°48'52.0W""","21°57'12.0S"""
MS0530,Privado,,Fazenda Paraíso do Formoso,BONITO,Mato Grosso do Sul,,,-56.3838888888900,-21.1416666666667,"289,00",VFR,Sem Operação,02/20,"500,00","20,00",5700 Kg / 0.50 MPa,Grama,,,,,,,25/02/2031,PA2021-4189,https://pergamum.anac.gov.br/arquivos/PA2021-4189.pdf,"056°23'02.0W""","21°08'30.0S"""
MS0531,Privado,,Fazenda Santa Maria,BELA VISTA,Mato Grosso do Sul,,,-56.9425000000000,-22.1913888888889,"0,00",VFR,Sem Operação,05/23,"7.500,00","20,00",5700 Kg / 20.00 MPa,Grama,,,,,,,09/03/2031,PA2021-4180,https://pergamum.anac.gov.br/arquivos/PA2021-4180.pdf,"056°56'33.0W""","22°11'29.0S"""
MS0532,Privado,SWBH,Fazenda São José do Rancho Grande,AQUIDAUANA,Mato Grosso do Sul,,,-55.5455555555600,-20.1561111111111,"170,00",VFR,Sem Operação,03/21,"800,00","20,00",5700 Kg / 0.50 MPa,Grama,,,,,,,09/09/2030,PA2020-2048,https://pergamum.anac.gov.br/arquivos/PA2020-2048.pdf,"055°32'44.0W""","20°09'22.0S"""
MS0533,Privado,SSVC,Fazenda Vazante,AQUIDAUANA,Mato Grosso do Sul,,,-56.1616666666700,-20.0633333333333,"124,00",VFR / IFR Não Precisão,VFR / IFR Não Precisão,11/29,"600,00","20,00",5700 Kg / 0.50 MPa,Grama,15/33,"2100,0000","45,00",44/F/B/X/T,Asfalto,,14/09/2030,PA2002-2077,https://pergamum.anac.gov.br/arquivos/PA2002-2077.pdf,"056°09'42.0W""","20°03'48.0S"""
MS0534,Privado,SBOX,FAZENDA BAIA MORENA,CORUMBÁ,Mato Grosso do Sul,,,-55.3744444444400,-18.26,"167,00",VFR,Sem Operação,06/24,"1.000,00","18,00",5600 Kg / 0.50 MPa,Grama,,,,,,,19/11/2030,PA2020-2980,https://pergamum.anac.gov.br/arquivos/PA2020-2980.pdf,"055°22'28.0W""","18°15'36.0S"""
MS0535,Privado,,Fazenda São Sebastião,BONITO,Mato Grosso do Sul,,,-56.2761111111100,-21.0197222222222,"356,00",VFR,Sem Operação,16/34,"700,00","23,00",3000 Kg / 0.50 MPa,Grama,,,,,,,21/12/2030,PA2020-3276,https://pergamum.anac.gov.br/arquivos/PA2020-3276.pdf,"056°16'34.0W""","21°01'11.0S"""
MS0538,Privado,,FAZENDA SANTA MARIA,ARAL MOREIRA,Mato Grosso do Sul,,,-55.2633333333300,-22.8394444444444,"0,00",VFR,Sem Operação,03/21,"850,00","23,00",5600 Kg / 0.50 MPa,Grama,,,,,,,19/11/2030,PA2020-3099,https://pergamum.anac.gov.br/arquivos/PA2020-3099.pdf,"055°15'48.0W""","22°50'22.0S"""
MS0540,Privado,SSHC,Fazenda Alvemi,PARANAÍBA,Mato Grosso do Sul,,,-51.1316666666700,-19.4105555555556,"428,00",VFR,,11/29,"900,00","20,00",4500 Kg / 0.50 MPa,Grama,,,,,,,25/08/2030,PA2020-1989,https://pergamum.anac.gov.br/arquivos/PA2020-1989.pdf,"051°07'54.0W""","19°24'38.0S"""
MS0542,Privado,,Fazenda Santa Maria,TRÊS LAGOAS,Mato Grosso do Sul,,,-52.3188888888900,-20.3463888888889,"398,00",VFR,Sem Operação,09/27,"800,00","18,00",5700 Kg / 0.50 MPa,Terra,,,,,,,07/01/2031,PA2020-3798,https://pergamum.anac.gov.br/arquivos/PA2020-3798.pdf,"052°19'08.0W""","20°20'47.0S"""
MS0544,Privado,,Fazenda Paraíso,DOURADOS,Mato Grosso do Sul,,,-55.3758333333300,-22.0938888888889,"525,00",VFR,Sem Operação,05/23,"900,00","18,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,21/12/2030,PA2020-3227,https://pergamum.anac.gov.br/arquivos/PA2020-3227.pdf,"055°22'33.0W""","22°05'38.0S"""
MS0547,Privado,,Fazenda Santa Helena,PORTO MURTINHO,Mato Grosso do Sul,,,-57.5141666666700,-21.0572222222222,"0,00",VFR,Sem Operação,03/21,"750,00","18,00",5000 Kg / 0.50 MPa,Grama,,,,,,,19/05/2031,PA2021-4966,https://pergamum.anac.gov.br/arquivos/PA2021-4966.pdf,"057°30'51.0W""","21°03'26.0S"""
MS0548,Privado,,Fazenda São Vicente,PONTA PORÃ,Mato Grosso do Sul,,,-55.4777777777800,-21.8961111111111,"452,00",VFR,Sem Operação,05/23,"800,00","18,00",5000 Kg / 0.50 MPa,Grama,,,,,,,19/05/2031,PA2021-5000,https://pergamum.anac.gov.br/arquivos/PA2021-5000.pdf,"055°28'40.0W""","21°53'46.0S"""
MS0555,Privado,,Faz Entre Rios I,FIGUEIRÃO,Mato Grosso do Sul,,,-54.3738888888900,-18.6975,"317,00",VFR,Sem Operação,12/30,"680,00","11,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,15/01/2031,PA2020-3874,https://pergamum.anac.gov.br/arquivos/PA2020-3874.pdf,"054°22'26.0W""","18°41'51.0S"""
MS0557,Privado,,Fazenda São Domingos,CORUMBÁ,Mato Grosso do Sul,,,-56.3558333333300,-17.635,"0,00",VFR,Sem Operação,03/21,"1.000,00","18,00",5000 Kg / 0.50 MPa,Grama,,,,,,,30/04/2031,PA2021-4817,https://pergamum.anac.gov.br/arquivos/PA2021-4817.pdf,"056°21'21.0W""","17°38'06.0S"""
MS0558,Privado,,Fazenda Paraíso,RIBAS DO RIO PARDO,Mato Grosso do Sul,,,-53.4311111111100,-20.8202777777778,"386,00",VFR,Sem Operação,13/31,"800,00","18,00",5600 Kg / 0.50 MPa,Terra,,,,,,,05/03/2031,PA2021-4310,https://pergamum.anac.gov.br/arquivos/PA2021-4310.pdf,"053°25'52.0W""","20°49'13.0S"""
MS0562,Privado,,Fazenda Campo Hélio,AQUIDAUANA,Mato Grosso do Sul,,,-55.5705555555600,-19.0966666666667,"141,00",VFR,Sem Operação,06/24,"600,00","18,00",3000 Kg / 0.50 MPa,Grama,,,,,,,26/03/2031,PA2021-4573,https://pergamum.anac.gov.br/arquivos/PA2021-4573.pdf,"055°34'14.0W""","19°05'48.0S"""
MS0568,Privado,,Fazenda Rodoserv IV,CARACOL,Mato Grosso do Sul,,,-57.1272222222200,-21.8263888888889,"0,00",VFR,Sem Operação,18/36,"800,00","18,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,,,,"057°07'38.0W""","21°49'35.0S"""
MS0572,Privado,,FAZENDA SANTA MARIA,CAMPO GRANDE,Mato Grosso do Sul,,,-54.4294444444400,-20.8694444444444,"503,00",VFR,Sem Operação,03/21,"650,00","18,00",5600 Kg / 0.50 MPa,Grama,,,,,,,23/03/2031,PA2021-4460,https://pergamum.anac.gov.br/arquivos/PA2021-4460.pdf,"054°25'46.0W""","20°52'10.0S"""
MS0586,Privado,,Fazenda São José I,BRASILÂNDIA,Mato Grosso do Sul,,,-52.0322222222200,-21.4130555555556,"296,00",VFR,Sem Operação,15/33,"650,00","20,00",5000 Kg / 0.50 MPa,Terra,,,,,,,25/02/2031,PA2021-4242,https://pergamum.anac.gov.br/arquivos/PA2021-4242.pdf,"052°01'56.0W""","21°24'47.0S"""
MT0001,Público,SBCY,Marechal Rondon,VÁRZEA GRANDE,Mato Grosso,Cuiabá,Mato Grosso,-56.1175000000000,-15.65,"188,00",VFR / IFR - CAT I,VFR / IFR - CAT I,17/35,"2.300,00","45,00",46/F/B/X/U,Asfalto,,,,,,Cadastrado,23/08/2028,PA2018-2575,https://pergamum.anac.gov.br/arquivos/PA2018-2575.pdf,"056°07'03.0W""","15°39'00.0S"""
MT0002,Público,SBSI,Presidente João Batista Figueiredo,SINOP,Mato Grosso,Sinop,Mato Grosso,-55.5861111111100,-11.885,"374,00",,,03/21,"1.630,00","30,00",36/F/A/X/T,Asfalto,,,,,,Cadastrado,06/04/2026,PA2018-2965,https://pergamum.anac.gov.br/arquivos/PA2018-2965.pdf,"055°35'10.0W""","11°53'06.0S"""
MT0003,Público,SBAT,Aeroporto Piloto Osvaldo Marques Dias,ALTA FLORESTA,Mato Grosso,Alta Floresta,Mato Grosso,-56.1050000000000,-9.86638888888889,"289,00",VFR / IFR Não Precisão,VFR / IFR Não Precisão,04/22,"2.500,00","30,00",29/F/C/X/U,Asfalto,,,,,,Cadastrado,31/01/2021,PA2011-0162,https://pergamum.anac.gov.br/arquivos/PA2011-0162.pdf,"056°06'18.0W""","09°51'59.0S"""
MT0004,Público,SBRD,Rondonópolis,RONDONÓPOLIS,Mato Grosso,Rondonópolis,Mato Grosso,-54.7216666666700,-16.5880555555556,"447,00",VFR / IFR Não Precisão,VFR / IFR Não Precisão,02/20,"1.850,00","30,00",28/F/B/X/T,Asfalto,,,,,,Cadastrado,10/10/2028,PA2018-3190,https://pergamum.anac.gov.br/arquivos/PA2018-3190.pdf,"054°43'18.0W""","16°35'17.0S"""
MT0005,Público,SBSO,Regional de Sorriso Adolino Bedin,SORRISO,Mato Grosso,Sorriso,Mato Grosso,-55.6688888888900,-12.4727777777778,"386,00",VFR / IFR Não Precisão,VFR / IFR Não Precisão,05/23,"1.700,00","30,00",26/F/A/Y/T,Asfalto,,,,,,Cadastrado,05/08/2025,PA2016-0745,https://pergamum.anac.gov.br/arquivos/PA2016-0745.pdf,"055°40'08.0W""","12°28'22.0S"""
MT0006,Público,SWHP,Olhos D'Água,ÁGUA BOA,Mato Grosso,Água Boa,Mato Grosso,-52.1522222222200,-14.0194444444444,"459,00",VFR,VFR,03/21,"1.627,00","18,00",5700 Kg / 0.50 MPa,Asfalto,,,,,,Cadastrado,19/09/2023,PA2013-2444,https://pergamum.anac.gov.br/arquivos/PA2013-2444.pdf,"052°09'08.0W""","14°01'10.0S"""
MT0007,Público,SWJN,Juína,JUÍNA,Mato Grosso,Juína,Mato Grosso,-58.7016666666700,-11.4194444444444,"330,00",VFR,Sem Operação,17/35,"1.550,00","30,00",5500 Kg / 0.50 MPa,Asfalto,,,,,,Cadastrado,23/09/2020,PA2020-2414,https://pergamum.anac.gov.br/arquivos/PA2020-2414.pdf,"058°42'06.0W""","11°25'10.0S"""
MT0008,Público,SBBW,Barra do Garças,BARRA DO GARÇAS,Mato Grosso,Barra do Garças,Mato Grosso,-52.3894444444400,-15.8608333333333,"350,00",VFR / IFR Não Precisão,VFR / IFR Não Precisão,07/25,"1.598,00","30,00",20/F/C/Y/T,Asfalto,,,,,,Cadastrado,09/11/2026,PA2016-3033,https://pergamum.anac.gov.br/arquivos/PA2016-3033.pdf,"052°23'22.0W""","15°51'39.0S"""
MT0009,Público,SWBG,André Antônio Maggi,PONTES E LACERDA,Mato Grosso,Pontes e Lacerda,Mato Grosso,-59.3852777777800,-15.1933333333333,"247,00",VFR,Sem Operação,01/19,"1.500,00","30,00",8/F/B/Y/T,Asfalto,,,,,,Interditado,07/05/2030,PA2020-1194,https://pergamum.anac.gov.br/arquivos/PA2020-1194.pdf,"059°23'07.0W""","15°11'36.0S"""
MT0010,Público,SWPG,Porto dos Gaúchos,NOVO HORIZONTE DO NORTE,Mato Grosso,Porto dos Gaúchos,Mato Grosso,-57.3338888888900,-11.5169444444444,"400,00",VFR,Sem Operação,01/19,"1.500,00","60,00",13/F/C/Y/U,Terra,,,,,,Interditado,,,,"057°20'02.0W""","11°31'01.0S"""
MT0012,Público,SWTS,Tangará da Serra,TANGARÁ DA SERRA,Mato Grosso,Tangará da Serra,Mato Grosso,-57.4438888888900,-14.6619444444444,"449,00",VFR,Sem Operação,18/36,"1.500,00","30,00",12/F/B/X/T,Asfalto,,,,,,Cadastrado,23/08/2028,PA2018-2573,https://pergamum.anac.gov.br/arquivos/PA2018-2573.pdf,"057°26'38.0W""","14°39'43.0S"""
